,Game Name,Place Ids,Min Price,Max Price,Median Price,Mean Price
380,Blob Eating Simulator 🔴,17240213780,399,399,399.0,399.0
381,[UPDATE!] RoVille 🏘️,2546155523,149,1599,349.0,495.73333333333335
382,[🐰EASTER!] Big's Murder Mystery 2,17109169101,15,200,69.0,76.28
383,Westbound,2474168535,150,799,424.5,437.0
384,Squid Game,7549229959,60,3500,250.0,694.2857142857143
385,[🥈] Clicker Mining Simulator,12701714080,99,1499,499.0,541.9166666666666
386,The Mimic,6243699076,60,1050,339.5,447.25
387,[Anime Update!] ⚔️Slime Slaying Simulator,15230308693,89,949,349.0,445.25
388,House Tycoon 2,10224049386,175,999,599.0,554.2
389,🌴 Cruise Ship Port of Golden Springs,15658526474,50,899,199.0,275.2857142857143
390,Every Second You Jump Higher,13461044782,79,599,299.0,305.6666666666667
391,[UPD 7] Magic RNG,17250334236,99,399,299.0,265.6666666666667
392,Seaside RP🏡🌴 New free house!,11862502039,299,699,374.5,424.1666666666667
393,🌊 The Mad Murderer X,8317834514,80,800,80.0,320.0
394,🚪Survive RED LARVA In Area 51 🔦,12380195486,8,899,89.0,155.78571428571428
395,🤝ROOMMATES🏡 Seaboard City RP🌴,5407396567,99,999,199.0,337.2352941176471
396,[PASSIVES] Anime Odyssey Simulator,17344826266,49,1399,499.0,487.46153846153845
397,[KJ & MORE] Learning With Pibby: Glitched Chaos,9537016073,120,2999,449.0,584.21875
398,nico's nextbots,10118559731,75,550,350.0,347.22222222222223
399,[UPD 26] Anime Souls Simulator X,15367026228,49,1399,299.0,402.57142857142856
400,T-Titans Battlegrounds,3082002798,299,350,324.5,324.5
401,Iron Man: Reimagined Beta,16929212566,300,400,350.0,350.0
402,[❌ TIC TAC TOE 🔵] Double Down 🎲,9476339275,5,1499,399.0,559.4
403,Dragon Ball Rage,71315343,15,1250,499.0,451.8888888888889
404,Aura RNG [Update!],16489337548,99,598,199.0,258.8
405,SCP-Megalodon Shark,14437564719,15,1000,65.0,212.5
406,+1 Height Every Second,17584262873,39,149,79.0,89.0
407,❤️ Vibe Place ❤️,9298624201,50,169,84.5,97.0
408,[SWORD SCREW] LOCKED,12276235857,200,250,250.0,237.5
409,Midnight Intruder [HORROR],17412900245,35,299,99.0,133.0
410,Literally PLS DONATE 💸,14709837540,20,10000,99.0,2053.4
411,한국 머더,5720801512,89,2250,874.5,914.6666666666666
412,Eat Slimes to Grow HUGE,15885874861,79,3999,249.0,781.8571428571429
413,DON'T CRY OBBY,17094825570,30,999,274.0,377.3333333333333
414,Admin RNG 🍀,17461365630,99,799,499.0,474.0
415,[ENDLESS] Trespasser,17352249555,49,499,150.0,210.08333333333334
416,Emergency Emden,12716055617,89,649,314.0,315.6666666666667
417,Taxi Boss 🚖,7305309231,99,499,299.0,299.0
418,[UPD] ☕ Cozy Cafe Tycoon,15764762842,35,950,170.0,295.0
419,Sisyphus Simulator,15050509770,79,1299,249.0,391.6666666666667
420,Grimoires Era,14115013144,199,799,349.0,424.0
421,🎥My Movie,13600218266,129,399,224.0,244.0
422,[EMOJI!] Hoop Simulator! 🏀,10534865425,49,1299,324.0,407.3333333333333
423,Clone Kingdom Tycoon [VALKYRIE] ⚔️,12997619803,99,2199,399.0,595.2307692307693
424,Youtuber Tycoon! [ELEVATOR],7971857341,35,160,80.0,85.83333333333333
425,🌴 Outlaster,5343994291,199,599,299.0,349.0
426,Breaking Point 2,6648893133,50,300,162.5,168.75
427,Pet Story 🐶,7071444234,100,800,275.0,393.75
428,Together [Party Game] 1.26,13999660589,80,80,80.0,80.0
429,[TWINS!] PAWS Pet Hospital 🐾,14895218677,149,1399,399.0,443.44444444444446
430,Don't Poop Yourself at School! (Obby),14110939227,100,1499,250.0,363.3636363636364
431,[🌟UPD] Avatar Outfit Creator,10810086665,30,99,64.5,64.5
432,Every Second You Get +1 Jump Power,11063612131,99,999,199.0,282.3333333333333
433,Hoopz [CLANS] (Basketball),6229116934,15,1000,499.0,487.14285714285717
434,⚓ Harbor Havoc,3891618314,24,18999,900.0,2874.6428571428573
435,[Early Access] Sorcerer's Legacy,14290023785,199,199,199.0,199.0
436,[OG MAP!] Hood Modded,5602055394,50,600,125.0,176.8181818181818
437,💼 WORK 💼 Military Roleplay,6022383883,125,7000,750.0,1431.4666666666667
438,( 🎟️ Titles Update) 20 v 1 [Beta],16684763351,75,500,200.0,258.3333333333333
439,Push Up Battles,15210126420,135,1299,310.0,386.85
440,Escape The Carnival of Terror Obby!,6153766069,100,300,250.0,230.0
441,[NEW]Keys 🗝️ Season 15,12407250267,99,199,99.0,124.0
442,[74🔥] Ultimate Bathroom Battle,14710864077,75,599,125.0,188.48387096774192
443,Treasure Hunt Simulator,1345139196,35,3000,350.0,674.5384615384615
444,Rock Climb Simulator,15662999964,20,500,142.0,159.11111111111111
445,Alpine Slide to Telamon! [NEW TRACK],5818771056,45,299,120.0,137.57142857142858
446,Multicrew Tank Combat 4,9520328730,100,500,300.0,300.0
447,[🪖BASE] World Roleplay,14753005566,35,175,95.0,111.25
448,[UPDATE] WWE 2K23 | Roblox Wrestling,4240267866,30,399,105.0,149.75
449,[GEAR REWORK + MORE] Untitled Attack on Titan,6125809531,99,1999,399.0,641.9285714285714
450,[AIKU] META LOCK,13641922937,70,700,200.0,269.75
451,🔥 Dragon Blox,3177438863,25,1999,250.0,357.29411764705884
452,🏆Easy Stud Jumps Obby🏆,11166344460,80,799,324.0,375.2
453,[UPD] Mowing Simulator,13885546444,79,1399,274.0,418.0
454,[🏖️] World of Stands,6728870912,99,599,449.0,399.0
455,FRONTLINES,5938036553,199,199,199.0,199.0
456,[1 YEAR ANNIVESARY] Asura,13358463560,350,350,350.0,350.0
457,[3X] Fireworks Playground [BETA],10846691679,100,400,200.0,237.5
458,[CL] Facility Roleplay,6416498845,110,2155,460.0,709.0
459,Obby Creator,2913303231,29,1499,249.0,387.0
460,GEF,15135285305,150,400,250.0,266.6666666666667
461,Banana Eats 🍿,4448566543,20,1299,249.0,356.6666666666667
462,Pilfering Pirates,6104994594,150,500,300.0,307.14285714285717
463,[UPD 3] Anime Punching Simulator 2,17114605748,99,999,349.0,404.0
464,[BETA 0.35] DARKDIVERS,17065532662,349,349,349.0,349.0
465,Forgotten Worlds,2968914904,100,100,100.0,100.0
466,Transform Hide & Seek,11176767947,25,299,199.0,166.0
467,[Season] Shoot Wall Simulator,13028445510,98,2999,498.0,794.5217391304348
468,🧬 Virus Border Roleplay,4888877755,299,11999,1049.0,1978.2916666666667
469,(🍋 FREE BOOTH CODE) ROBUX MADNESS DONATION GAME,7310738271,10,777,149.5,230.66666666666666
470,Zombie Rush,137885680,200,15000,399.0,1697.3157894736842
471,Impossible Squid Game! (Glass Bridge Obby),7080389084,69,799,169.0,275.6666666666667
472,Survive and Kill the Killers in Area 51 !!!,155382109,10,90,20.0,27.5
473,Eat Slimes Simulator,14169709840,21,21,21.0,21.0
474,Hide and Seek Extreme,205224386,10,300,50.0,98.0
475,[🖤] 3000+ Girl Avatar Outfits,17010236719,10,10000,85.0,1468.75
476,Pull Up Simulator,15080129700,29,549,169.0,213.16666666666666
477,[🗺️ NEW MAP] BODYCAM,16404660684,49,299,149.0,158.0909090909091
478,Build to Survive 🛠️,6382584061,29,999999,399.0,111587.88888888889
479,[UPD] RoTube Life!,8982709021,49,999,249.0,283.90909090909093
480,Cut The Grass RP,9178325092,49,699,99.0,192.0
481,[🍀0.55] Unknown RNG,16882245025,45,199,75.0,98.6
482,Drift Paradise,2637653456,99,699,274.5,292.875
483,Quicksand,16404266119,300,300,300.0,300.0
484,Motorcycle Race,13778544303,74,549,199.0,239.3846153846154
485,TWICE SQUARE,12202678406,29,199,79.0,97.0
486,Tower Heroes ⚔️,4646477729,100,2000,400.0,531.25
487,Garten of Banban RP,13501168078,99,400,212.0,230.75
488,[🌌UPDATE!] Planet Destroyers,12578805328,49,1199,399.0,409.0
489,⚓Navy Simulator,6068707488,100,2500,300.0,618.0
490,SCP: Site-17 Roleplay,15155247037,99,2499,399.0,675.9375
491,🏀 My Prison,10118504428,75,500,279.0,278.6666666666667
492,🤑 Money Race,13529953420,99,800,324.5,381.42857142857144
493,Guess the drawing!,3281073759,199,199,199.0,199.0
494,"⭐ Guess The Singer! 🎤 [ROCK, KPOP, RAP+]",4559134204,29,199,99.0,109.0
495,TEAM EVIL KAREN ESCAPE! (TEAMWORK OBBY),17143328105,149,999,299.0,364.0
496,[BIG UPDATE!] Speed Draw!,7074772062,10,499,99.0,170.22222222222223
497,Boxywood RP 🏠 [SCHOOL],13473615074,45,1200,400.0,515.8333333333334
498,Escape Mr Funny's ToyShop! (SCARY OBBY),7839281987,100,300,250.0,230.0
499,Murderers vs. Sheriffs,5154858502,100,200,150.0,150.0
500,GREAT SCHOOL BREAKOUT! (First Person Obby),9099326192,100,1300,300.0,372.22222222222223
501,Pou,15926031290,10,10,10.0,10.0
502,🔥 Zombie Uprising,4972091010,75,1337,387.0,575.8333333333334
503,🍔 Burger Store Tycoon,14908166082,35,850,145.0,240.0
504,Possessor,14841485778,499,499,499.0,499.0
505,tax the poor to become rich tycoon,16999776577,69,795,395.0,379.25
506,The Kinetic Abilities,4951130016,150,1500,500.0,664.2857142857143
507,[🍀 3x] 🚀 Fly Race!,6679968919,99,999,349.0,382.4
508,KAT,621129760,95,101011,399.5,17134.166666666668
509,Chakra Battlegrounds [DEMO],15330858308,99,399,299.0,259.0
510,Rogue Demon,9103898828,49,299,199.0,186.5
511,RAGE QUIT OBBY 2,17526718803,75,799,269.0,303.5
512,[UPDATE] BUY MY AVATAR 💸,14536499759,1000,1000,1000.0,1000.0
513,"Red Light, Green Light (FIX)",7540891731,399,3399,1699.0,1832.3333333333333
514,[300+ OUTFITS] Matching Outfits For Girls,14669134516,5,10000,300.0,2083.125
515,Logo Quiz!,13333567382,25,79,35.0,46.333333333333336
516,Toilet Massacre,14889523179,50,150,75.0,87.5
517,[4X LUCK] Anime RNG,16524008257,59,449,149.0,199.9
518,Crazy Chefs [BUG FIXES],16912068433,40,2599,160.0,615.1111111111111
519,[UPDATE] Slide Down A Hill,13682880624,99,599,249.0,278.1666666666667
520,Super Hero Tycoon,574407221,160,4000,490.0,830.0
521,Real Futbol 24 [BETA],14004668761,49,9999,174.0,1467.75
522,[10X LUCK] Anime Roulette,16408177303,100,450,200.0,250.0
523,Celebrity⭐RP,16383192595,75,399,125.0,174.6
524,[EVO 2] Zenith RNG 🍀,16481032741,150,250,200.0,200.0
525,Pacifico 2: Playground Town,5232896677,30,800,500.0,448.0
526,Logo Block Race,16690907935,48,768,128.0,207.65
527,Shipping Lanes,245440965,39,1499,149.0,367.0
528,[🎉SCP👻]Backroom Tower Defense,17480843538,59,599,349.0,325.6666666666667
529,SCP: The Red Lake [🎲 NEW],5766084948,99,2999,449.0,949.0
530,💥 Destruction Simulator,2248408710,100,5000,800.0,1118.1818181818182
531,The Cabin [HORROR],15660181323,49,449,199.0,229.66666666666666
532,Criminal Tycoon,14218711698,150,1200,400.0,509.09090909090907
533,Build to Survive 🛠️ [TESTING],7241858214,150,150,150.0,150.0
534,Neko Infection [CITY UPDATE!],13831863192,15,250000,850.0,17040.058823529413
535,IMPOSSIBLE OBBY,16247300990,99,650,199.0,259.4
536,Realistic Street Soccer (3 on 3),14315258385,15,499,79.0,150.2
537,✈️ Liberty Airport Flight Simulator RP,5974747216,75,5200,250.0,915.8823529411765
538,RoPets [🐵 x11],6984315364,150,450,150.0,210.0
539,Parkour Jumping Race,15742404354,99,699,249.0,324.38461538461536
540,Spider,5118969548,200,200,200.0,200.0
541,Jump or Die!,17131576296,99,499,199.0,230.8181818181818
542,🎀 HELLO KITTY'S PRISON RUN! (Obby),17493282138,49,249,49.0,91.85714285714286
543,Raid Rush!,14767918935,225,600,400.0,406.25
544,Cart Ride Into Rdite!,4913581664,100,1500,500.0,700.0
545,[FREE UGC] Epic Rap Battles [VOICE CHAT 🔊],8067158534,99,2499,199.0,429.0
546,Escape Papa Pizza's Pizzeria! (SCARY OBBY),6939111033,100,300,250.0,230.0
547,[GUN GAME] Warfare Tycoon,31490825,99,1499,249.0,431.0
548,[📻] Supreme Titans RP,16777250150,29,569,99.0,173.44444444444446
549,[⭐NEW CODE] Primal Pursuit 🦖,12076775711,199,1999,399.0,610.1111111111111
550,Legends Arena,15960924329,25,999,350.0,410.0
551,Poke Haven 🔊 17+,16331682055,99,299,199.0,199.0
552,Noob Army Simulator,15408744993,79,1600,450.0,586.5555555555555
553,The Final Stand 2 [6.7] Riot Zombies!,133815151,499,499,499.0,499.0
554,[ALPHA] My Bike Life!,11661019176,49,349,199.0,199.0
555,[☀️SOLAR] Elemental Battlegrounds,566399244,75,2100,375.0,731.25
556,Crazy Cards 🤣,11945996815,199,699,499.0,439.0
557,🏛️ [UPDATE 2!] White House Roleplay,4838322068,100,6600,827.5,1707.0833333333333
558,[+18 | How Sweet] TOD,12262046571,150,500,250.0,287.5
559,High Jump Race,11441880393,49,499,199.0,245.15384615384616
560,Push a Car!,15956719879,20,1499,269.0,382.05
561,[BACK ON 74 | +14] 💖 TTD 3,5771467270,50,499,250.0,255.33333333333334
562,Faction Defense Tycoon,891539556,200,4650,399.0,1008.6923076923077
563,Bulked Up,6847090259,50,500,325.0,300.0
564,Arcade Punch Simulator,15859661915,49,1699,274.0,366.5
565,[RAID] A Hero's Destiny,6461766546,100,2000,250.0,525.0
566,Bloxy Bingo,5244411056,30,1800,320.0,525.0
567,MIC UP 🔊 17+,15546218972,10,10,10.0,10.0
568,Untitled RNG [UPDATE 1⭐],16654682689,49,399,174.0,199.0
569,+1 Blocks Every Second,12331842898,79,1499,349.0,463.2857142857143
570,Donate Spinner,13255257895,99,199,149.0,149.0
571,Fashion Famous: 📸 [Update!],568350650,25,399,99.0,132.125
572,PLAY OR DIE,14161770735,75,249,149.0,155.5
573,Multiverse Battlegrounds,10523236737,299,800,499.0,514.75
574,🏆 Backrooms Race,9649680488,99,649,284.0,356.0
575,✨Collect The Body,9731376817,10,150,67.5,68.57142857142857
576,Daycare 2 🎈 (Story),4796443083,15,799,200.0,219.33333333333334
577,Roblox Titanic,294790062,49,999,299.0,406.14285714285717
578,🌳 Lumber Tycoon 2,13822889,220,720,390.0,443.3333333333333
579,Climb The Tallest Building to VIP,16551349846,79,2499,599.0,829.0
580,😜Water Park,7001831761,50,800,150.0,214.44444444444446
581,Horrific Housing,263761432,80,799,299.0,392.6666666666667
582,[UPDATE!] Toytale RP,4060866,30,450,150.0,191.31578947368422
583,[CHAPEL⛪] Blair,6137321701,99,799,349.0,374.0
584,[AMERICANS] Trucking Empire 🚛,7345818711,79,499,159.0,238.0909090909091
585,🎉Bicep Simulator💪,16029447511,29,2699,249.0,386.3076923076923
586,[GOKU + FREE GAROU + GIFTING] Sukuna Battlegrounds,15259246552,50,200,100.0,113.25
587,[👮] ToiletVerse,10573955175,99,1700,500.0,599.6
588,Anime Speed Race,17434340300,19,699,189.0,243.6153846153846
589,[GOLD RUSH!] 🏀 Hoops Life Basketball 🏀,7540727946,100,600,400.0,363.6363636363636
590,Answer or Die,11966456877,98,498,188.0,253.0
591,Tank Fight Simulator [BETA],15737628171,99,1499,299.0,404.88235294117646
592,Poser! 🤔,12716101148,99,299,199.0,199.0
593,The Rake REMASTERED,2413927524,85,400,250.0,237.0
594,👑 Empire Clash,9588998913,50,2000,400.0,523.4375
595,Rensselaer County,4637668954,100,400,187.5,237.5
596,[Chainsaw] Anime Racing 2,16712648821,100,1950,400.0,669.9333333333333
597,Block Eating Simulator,12299415668,149,999,450.0,532.6666666666666
598,[UPDATE] HIGHEST Roller Coaster on Roblox,13017078249,9,499,94.5,177.5
599,The Deepest Pool,11564752115,5,5,5.0,5.0
600,[🌈UPDATE] Luffy's Murder Mystery 2 (MM2),13876710689,10,2999,78.0,196.41666666666666
601,[UPDATE] Infinity Gauntlet | Thanos Simulator,3261957210,80,4000,250.0,921.6666666666666
602,⛩️ Make Katanas and Prove Sensei Wrong,16568963921,13,399,199.0,229.33333333333334
603,Demon Soul Simulator,8069117419,59,1599,299.0,472.84615384615387
604,Hospital Tycoon 😷,7050008107,80,1250,350.0,430.3529411764706
605,Foam Frenzy,7253974745,265,1675,744.5,866.5
606,"[Update V3.10] T ang County, Hebei",4618049391,80,500,125.0,235.0
607,+1 Speed Every Second But You’re On a Skateboard,13700175264,99,999,199.0,289.90909090909093
608,PLS DONATE BUT WITH FAKE ROBUX 💸,15111095986,20,20,20.0,20.0
609,🔥 [UPDATE] Arcade Haven,13081529792,399,829,519.0,544.0
610,Color Hide and Seek,12781347095,399,399,399.0,399.0
611,Envy Avatar Studio 🌼 Spring Update,8554014495,250,250,250.0,250.0
612,[UPD] Cheese TD,15235397483,299,299,299.0,299.0
613,Anomic,4581966615,200,900,400.0,405.55555555555554
614,[🏖️] San's MM2,15097929769,50,800,150.0,211.9090909090909
615,Speed Run 4 🍩😋[UPDATE],183364845,50,1000,350.0,421.75
616,Dragon Ball: Budokai-Z,10904925594,125,150,137.5,137.5
617,Eden Orphan Home,4786930269,75,3111,211.0,628.0
618,Midnight Station [HORROR],17726852848,24,449,199.0,200.11111111111111
619,Ragdoll🌊Waterpark,14959543012,290,590,440.0,440.0
620,Gym Simulator,15371820144,49,499,199.0,239.0
621,Goofy Gods ⚡️ (Beta),13400517693,149,399,299.0,286.5
622,Typical Colors 2,328028363,1000,1000,1000.0,1000.0
623,🏰Kingdom Conquerors👑,10396937264,89,1250,250.0,447.2857142857143
624,Aqua Racer,15907416221,19,1799,199.0,348.3333333333333
625,Animal Evolution Simulator,8880590553,99,1299,499.0,579.3448275862069
626,[PRIDE] Daybreak,6870736769,200,900,400.0,470.0
627,[🌈UPDATE] Steven Universe Future: Era 3 RP,3631820248,15,2500,150.0,350.23809523809524
628,Rob a Convenience Store Simulator,17326178227,149,249,199.0,199.0
629,[UPD] RH2 The Journey - BETA,6549794549,150,650,300.0,311.1111111111111
630,Gravity [2 Player Obby],13717130956,79,199,199.0,155.0
631,[🪙X1.25 COINS]💪🏻 Legacy Lifting Simulator,16247687596,199,999,299.0,382.3333333333333
632,Mall Tycoon,5736409216,150,800,350.0,416.0
633,PARKOUR Reborn Alpha,11639495622,349,349,349.0,349.0
634,Toilet Warrior Simulator,17046259256,79,1799,349.0,453.11764705882354
635,[🍀] FREE UGC CLICKER,17354987127,20,129,49.0,50.857142857142854
636,Mega Princess Tycoon,14448027693,79,799,399.0,407.57142857142856
637,Every Second You Get +1 Speed But You're In a Car,13700172352,99,999,199.0,289.90909090909093
638,😈 Stateview Prison,3421472751,155,6450,680.0,1510.7692307692307
639,RE: XL (RELEASE),17639412521,399,999,649.0,699.0
640,[COMBAT BUILDER!] Jujutsu Chronicles,11200494415,25,500,112.5,187.5
641,Flicker 💡,1324061305,69,999,374.0,375.6666666666667
642,[UPDATE📺] Skibi Tower Defense,17575330441,199,599,304.0,351.5
643,Encounters ⚔️ Fighting,7499189111,99,799,199.0,282.5
644,War Simulator [NPC Update!],5062619730,99,989,324.0,421.0
645,CAT TRIP,6776370984,50,490,290.0,280.0
646,🌲 Berkeley County,6622795055,93,1143,248.0,349.0
647,Home Run Simulator [UPDATE],11562435896,99,2999,999.0,1014.0588235294117
648,Escape Running Head,6205205961,130,500,325.0,335.0
649,Thats not my Robloxian,16794833014,99,249,149.0,165.66666666666666
650,[🎀] MELANIE MARTINEZ OUTFITS,14170753238,5,5,5.0,5.0
651,2 Player Super Hero Tycoon,4084508053,50,999,200.0,388.6666666666667
652,👨‍🔬 OBSCURE [HORROR] | Open Beta,12970059795,49,999,199.0,333.6666666666667
653,[UPDATE] REALISTIC HOOD TESTING,12673840215,50,400,379.0,321.14285714285717
654,Don't Sleep,16157889388,50,699,199.0,282.77777777777777
655,Block Tycoon ⛏️,8317588085,50,1200,250.0,475.0
656,Build City 🏙️,14182040324,99,1699,374.0,524.0
657,BOYS VS GIRLS!,15597903831,99,999,324.0,436.5
658,Advanced Euphoria Ragdoll,16647175522,15,199,59.0,69.0
659,Build a bunker to survive zombies tycoon,12684368460,80,175,95.0,111.25
660,Fart in a Box 💩,12778252069,69,999,99.0,231.72727272727272
661,[UPD] ⚔️ Sword Fighters Simulator,11040063484,99,2499,499.0,684.3333333333334
662,Iron Man: Battlegrounds,5890606049,199,599,399.0,399.0
663,[15M] Oaklands 🌳,9938675423,200,400,350.0,316.6666666666667
664,[🦾 UPD] Shoot Players Off A Map Simulator,11124905486,399,999,859.0,791.0
665,Sinking Ship BUT WITH REALISTIC WATER PHYSICS!,17218764178,25,190,60.0,78.33333333333333
666,[💰x2]🔪Survive the Slasher!,1022605215,99,1249,449.0,461.5
667,Animal Sim: Underwater,13110267312,200,500,500.0,450.0
668,Pressure Wash Simulator 2,11572573905,95,699,324.5,336.4166666666667
669,ANCIENT SET☠️Griffin's Destiny ✨RP Fantasy,9708523083,100,450,250.0,257.14285714285717
